username,date,tweet
michael_saylor,2021-05-04,"“Singleness of purpose is one of the chief essentials for success in life, no matter what may be one’s aim.” - John D. Rockefeller on #Bitcoin"
michael_saylor,2021-05-03,"In the 21st century, individuals, institutions, communities, corporations, agencies, &amp; governments all need to form successful relationships in cyberspace.    The key to a successful relationship is shared values.  #Bitcoin"
michael_saylor,2021-05-03,"“Yesterday I was clever, so I wanted to change the world. Today I am wise, so I am changing myself.” - Rumi on #Bitcoin"
michael_saylor,2021-05-03,"""Gold ... has been on the decline since peaking in August last year. Even the chaotic slide on global bond markets in February and March this year failed to fire it up."" Observers around the world are realizing that #Bitcoin is replacing #Gold.  https://t.co/3m5SthsTJv"
michael_saylor,2021-05-02,"“Sometimes it’s not enough to know what things mean, sometimes you have to know what things don’t mean.” - Bob Dylan on #Bitcoin"
michael_saylor,2021-05-01,"“Life is really simple, but we insist on making it complicated.” - Confucius on #Bitcoin"
michael_saylor,2021-04-30,@GuyAdami @SpencerKSchiff @APompliano We are all waiting for Peter to Schiff his opinion on #Bitcoin.
michael_saylor,2021-04-30,How long before we acknowledge the ability to transact with each other in #bitcoin as a basic human right?
michael_saylor,2021-04-30,“In all things of nature there is something of the marvelous.” - Aristotle on #Bitcoin
michael_saylor,2021-04-29,"In the first quarter, $MSTR had one of the strongest operational quarters in our software business in years, highlighted by 10% revenue growth and continued improvement in non-GAAP profitability.  We continue to #hodl all 91,579 of our #bitcoin.   https://t.co/Yrz8DGZkVV"
michael_saylor,2021-04-29,"The inflation is flowing into commodities we need (like oil, lumber &amp; copper), assets the government supports (sovereign, corporate, &amp; residential debt), &amp; rapidly growing technology that is reshaping our world (FAANG, #Bitcoin).  Gold &amp; silver don't check any of these boxes."
michael_saylor,2021-04-29,Join us today after the market closes if you would like an update on our business results &amp; thoughts about our business intelligence &amp; #bitcoin acquisition strategies.  We will take as many questions as we can during the zoom webinar.  $MSTR
michael_saylor,2021-04-29,"“Those who can manage people manage those who can only manage things, and those who can manage #bitcoin manage all.” - Morpheus Nakamoto (circa 2121)"
michael_saylor,2021-04-29,@SpencerKSchiff @PeterSchiff I detect a positive Schiff in your family's sentiment on #Bitcoin.
michael_saylor,2021-04-28,@cz_binance That is why we dedicated  https://t.co/kZl3k7Tm4h to explaining #bitcoin.
michael_saylor,2021-04-28,"We have added an array of new asset classes, including Long Term, Short Term, &amp; High Yield Bond Funds so that you can compare them to a #Bitcoin Strategy.  https://t.co/dMdrdQr8x2"
michael_saylor,2021-04-28,"We have upgraded our Bitcoin  https://t.co/uGbtzwJ4Pu application, built with @MicroStrategy HyperIntelligence, adding new asset classes (e.g. Bonds), metrics (e.g. Sortino Ratio, CAGR), &amp; alternative views (e.g. nominal returns). $BTC"
michael_saylor,2021-04-28,“Do the right thing. It will gratify some people and astonish the rest.” - Mark Twain on #Bitcoin
michael_saylor,2021-04-28,"In an articulate blog post, CEO @owenmahoney explains why his publicly traded company is integrating #Bitcoin into its treasury reserve strategy to protect shareholder value &amp; preserve purchasing power."
michael_saylor,2021-04-27,"The #Bitcoin Dragon has risen to challenge the Knight of #Gold.   How do you defeat a creature that is immortal, indestructible, incorruptible, &amp; indomitable?  See the debate:   https://t.co/3w3V0lDrTE  https://t.co/jnLXeCWNAz"
michael_saylor,2021-04-26,"Welcome to the team @stoolpresidente...the cyber hornets think you can afford 6.15 #bitcoin, so keep stacking..."
michael_saylor,2021-04-26,"You don't have to convert all your money into #bitcoin, just the money you want to keep."
michael_saylor,2021-04-26,"“Things may come to those who wait, but only the things left by those who hustle.” - Abraham Lincoln on #Bitcoin"
michael_saylor,2021-04-25,"The final chapter of the mobile wave is global economic empowerment via mobile assets.  These stats imply 10 million new #bitcoin holders per month, and more than 250 million by year end.  Within five years, bitcoin should reach a billion people.  https://t.co/Zx6txwkKgd"
michael_saylor,2021-04-25,“Do. Or do not. There is no try.” - Yoda on #Bitcoin  https://t.co/6eAoZxnEfB
michael_saylor,2021-04-24,"“If you would be wealthy, think of saving as well as getting.” - Benjamin Franklin on #Bitcoin"
michael_saylor,2021-04-23,"#Bitcoin miners issue equity &amp; debt so they can acquire &amp; hold bitcoin, while minimizing taxes.  #Gold miners buyback equity &amp; debt (and issue dividends) so they can sell &amp; avoid holding gold, while maximizing taxes.  A curious dichotomy, but both strategies seem rational."
michael_saylor,2021-04-22,"Twelve months ago, I needed to choose a new treasury reserve asset, but wasn't sure whether the answer was #Bitcoin or #Gold.  I agreed to this debate so that I could share with the world why I think Bitcoin is replacing Gold as the strongest form of money."
michael_saylor,2021-04-21,The gold story:  Idealists buy gold.  Miners drive the price down.  Bankers drive the price down.  Politicians drive the price down.  Someone takes your gold.  End of story.    It is time for #Bitcoin to replace #Gold.  See the debate  https://t.co/1Tyhemra11  https://t.co/UrZoxaXLeg
michael_saylor,2021-04-20,"#Bitcoin on Venmo for 70 million users places more pressure on Apple, Google, &amp; Facebook to integrate bitcoin into their mobile applications.   Meanwhile, no one is going to plug #Gold into 5 billion mobile devices.   https://t.co/DJf81AzYJk"
michael_saylor,2021-04-18,Percentage of my investment portfolio allocated to #Bitcoin.
michael_saylor,2021-04-18,"In preparation for my upcoming #Bitcoin vs. #Gold debate with @Frank_Giustra hosted by @DanielaCambone, I have been reviewing every book, paper, documentary, interview, &amp; research report I can find on this subject.  Please reply with anything you think is relevant.  #TruthWins  https://t.co/97cSbu8Jv2"
michael_saylor,2021-04-17,“Those who cannot change their minds cannot change anything.” - George Bernard Shaw on #Bitcoin
michael_saylor,2021-04-16,@BitcoinMagazine @MicroStrategy Our corporate strategy is to acquire &amp; hold bitcoin.  We have clearly articulated this in our filings.   We don't have any strategy to offer bitcoin analytics.   The headline above is misleading.
michael_saylor,2021-04-16,"“The greatest thing by far is to be a master of metaphor; it is the one thing that cannot be learned from others; and it is also a sign of genius, since a good metaphor implies an intuitive perception of the similarity of the dissimilar.” - Aristotle on #Bitcoin Memes"
michael_saylor,2021-04-15,Would you rather mortgage your house to buy #bitcoin or sell your bitcoin to pay off the mortgage on your house?
michael_saylor,2021-04-15,I hated #bitcoin before I loved it.
michael_saylor,2021-04-15,“We survive on adversity and perish in ease and comfort.” - Livy on #Bitcoin
michael_saylor,2021-04-14,"If you are a crypto business, the best way to build shareholder value and de-risk the business plan is to convert 100% of your treasury reserves to #bitcoin."
michael_saylor,2021-04-14,"#Bitcoin is a scarcity, #Gold is a commodity.  If you don't understand the difference, it is going to cost you a fortune."
michael_saylor,2021-04-14,"“I am nothing, truth is everything.” - Abraham Lincoln on #Bitcoin  https://t.co/rDdJWVjcVB"
michael_saylor,2021-04-14,#Bitcoin is the most powerful technology of this century.
michael_saylor,2021-04-13,On a mission to convince @Frank_Giustra to sell his #gold and buy #bitcoin.
michael_saylor,2021-04-13,"#Bitcoin will be the critical source of truth, integrity, &amp; trust for everyone in the 21st century economy."
michael_saylor,2021-04-13,#Bitcoin is the critical element to future prosperity.
michael_saylor,2021-04-13,The marketplace telling you that it's @TIME for #Bitcoin.
michael_saylor,2021-04-13,“Nature is pleased with simplicity. And nature is no dummy.” - Isaac Newton on #Bitcoin
michael_saylor,2021-04-12,"I don't normally get nervous speaking about #Bitcoin, but it is almost impossible to get an invite to appear on the @LilyKnightShow."
michael_saylor,2021-04-12,"""If we set your salary right now as #bitcoin, are you willing to ride out whatever happens to it?"" -@andrewrsorkin  ""Absolutely, as a matter of fact, I may demand it."" -@jimcramer"
michael_saylor,2021-04-12,When I first considered #Bitcoin it took 4-8 weeks to set up an account to acquire $BTC &amp; 40 hours to understand it. #Gold was available via $IAU &amp; $GLD with a 30 second phone call. I found the difficulty of the best solution to be a compelling advantage.  https://t.co/LNLSjfZXXi
michael_saylor,2021-04-12,"Simple arithmetic implies that @Coinbase is gaining 1 million users &amp; $10 billion in digital assets each week.  This direct listing is going to be a wake-up call for institutional investors, financial advisers, &amp; investment banks worldwide.  #Bitcoin Rises."
michael_saylor,2021-04-12,The Board of Directors of @MicroStrategy is now paid in #bitcoin.  $MSTR  https://t.co/3ChlkCNZOT
michael_saylor,2021-04-12,"#Bitcoin mining protocols provide a massive upfront incentive to decentralize network security to the most supportive political jurisdictions with the cleanest, low-cost energy in the world, &amp; continually upgrade w/ hyper-efficient, specialized hardware.  https://t.co/EDdleJGd1B"
michael_saylor,2021-04-11,Working on a Sunday.   #Bitcoin doesn't take days off...
michael_saylor,2021-04-11,#Bitcoin is a swarm of cyber hornets serving the goddess of wisdom...
michael_saylor,2021-04-11,"""I have sworn upon the altar of god, eternal hostility against every form of tyranny over the mind of man."" - Thomas Jefferson on #Bitcoin  https://t.co/aY01kEN8M4"
michael_saylor,2021-04-10,The world is waking up to the phenomenon of #Bitcoin.
michael_saylor,2021-04-10,“We are powerfully imprisoned in these Dark Ages simply by the terms in which we have been conditioned to think.” - Buckminster Fuller on #Bitcoin
michael_saylor,2021-04-09,“History does not long entrust the care of bitcoin to the weak or timid.” - Dwight Eisenhower on #Bitcoin
michael_saylor,2021-04-08,"Capital flows from weak assets to strong, and right now, #Bitcoin is the strongest asset in the world.   This is due to its deflationary technical characteristics, global ownership &amp; liquidity, &amp; open monetary network protocol.  #hodl"
michael_saylor,2021-04-08,"As #Bitcoin miners &amp; exchanges come public, capital is going to surge into the industry from institutional investors via deals like this one, accelerating the expansion of the $BTC network.   If you didn't factor this into your forecast, all your models are destroyed."
michael_saylor,2021-04-08,"""I came, I saw, I bought bitcoin.” - Julius Caesar on #Bitcoin"
michael_saylor,2021-04-07,“Perseverance and spirit have done wonders in all ages.” - George Washington on #Bitcoin
michael_saylor,2021-04-06,#Bitcoin is making the Dollar stronger &amp; Gold weaker.  https://t.co/SmKAJb92G4
michael_saylor,2021-04-06,"In the course of preparing for my #Bitcoin vs. #Gold debate with @Frank_Giustra , I went to his website  https://t.co/VuqQRNj7tb for intel - then I realized that I own his first name, so in his honor, I have redirected  https://t.co/ZE6DX712ct to all things Bitcoin.  #hope4frank"
michael_saylor,2021-04-06,“Less is more.” - Ludwig Mies van der Rohe on #Bitcoin
michael_saylor,2021-04-05,"My latest thoughts on why #Bitcoin is the most powerful &amp; disruptive technology of our lifetime, why it is irrational &amp; tragic to dismiss it as speculative fervor, how it is good for the health &amp; prosperity of the both the US &amp; the rest of the world.  https://t.co/lWDizIWuPN"
michael_saylor,2021-04-05,"MicroStrategy has purchased an additional ~253 bitcoins for $15.0 million in cash at an average price of ~$59,339 per #bitcoin.  As of 4/5/2021, we #hodl ~91,579 bitcoins acquired for ~$2.226 billion at an average price of ~$24,311 per bitcoin.  $MSTR  https://t.co/OMQMhA85xw"
michael_saylor,2021-04-05,“No price is too high to pay for the privilege of owning yourself.” - Rudyard Kipling on #Bitcoin
michael_saylor,2021-04-04,"@MsHodl @DrBitcoinMD @aPerfect_System You know I can hear both of you, right?  My loyalty to #Bitcoin is forever, Justine, forever."
michael_saylor,2021-04-04,Triple Maxi #Bitcoin Mining Strategy = (1) Keep all the BTC you mine (2) Issue Equity/Debt to purchase capital equipment &amp; pay operating expenses (3) Issue additional Equity/Debt to acquire more BTC if/when accretive.  #HODL
michael_saylor,2021-04-04,Trying to figure out if I should use this chart in my #Bitcoin vs. #Gold debate with @Frank_Giustra.  https://t.co/US5iQH8us7
michael_saylor,2021-04-04,“…our favorite holding period is forever.” - Warren Buffett on #Bitcoin
michael_saylor,2021-04-03,Excited to receive my #Bitcoin Full Node Sculpture commissioned from ⁦⁦@FractalEncrypt⁩.🚀  https://t.co/JdOSaZM66J
michael_saylor,2021-04-03,"OK @Frank_Giustra.  The cyber hornets have spoken.  I accept your challenge to debate the matter of #Bitcoin vs. #Gold and will leave it to @DanielaCambone  to negotiate the appropriate platform, timing &amp; rules of engagement."
michael_saylor,2021-04-03,"“From the errors of other nations, let us learn wisdom.” - Thomas Paine on #Bitcoin"
michael_saylor,2021-04-02,"If you don't understand laser eyes, you don't understand #Bitcoin.  Welcome to the team @ParisHilton."
michael_saylor,2021-04-02,"We have reorganized all of our #Bitcoin resources on  https://t.co/kZl3k7Tm4h and given this domain its own website separate from @microstrategy.  It now contains a curated list of interviews, podcasts, resources, leaders, &amp; websites for individuals, institutions &amp; corporations."
michael_saylor,2021-04-02,"Should I debate @Frank_Giustra on the subject of #Bitcoin vs. Gold, with @DanielaCambone as the moderator?   https://t.co/HkhjXbuvUD"
michael_saylor,2021-04-02,“No price is too great for a work of unquestioned beauty and known authenticity.” - J.P. Morgan on #Bitcoin
michael_saylor,2021-04-01,CPI is not inflation.  Volatility is not risk.  Diversification is not security.  Inflation is a vector.  Simple arithmetic &amp; scalar metrics won't solve your problems.  #Bitcoin will.
michael_saylor,2021-04-01,Congratulations to the entire team at @coinbase.  This listing will accelerate institutional adoption of #Bitcoin and catalyze a host of complementary industry initiatives.
michael_saylor,2021-04-01,"If you don't understand laser eyes, then you don't understand #Bitcoin.    #LaserRayUntil100K  https://t.co/fUgAI9Fc5y"
michael_saylor,2021-04-01,Thinking about not tweeting about #bitcoin today.
michael_saylor,2021-03-31,#Gold doesn't work anymore.   #Bitcoin broke it.  https://t.co/EreNcXoPAR
michael_saylor,2021-03-31,Computers made people smarter.  Automobiles made people faster.  Electricity made people stronger.  #Bitcoin is making people wealthier.
michael_saylor,2021-03-31,"#Bitcoin is the world's most efficient monetary network. Those with money will join, then those with money will have to join."
michael_saylor,2021-03-31,"Once you decide #Bitcoin is an asset class, if you are not long, you are short."
michael_saylor,2021-03-31,“Eureka! I have found it!” - Archimedes on #Bitcoin
michael_saylor,2021-03-30,"The ideal mobile wallet will eventually let you pay merchants in USD/EUR funded by a low interest credit line secured by your BTC assets.  If BTC collateral falls below threshold, switch to unsecured credit line at higher rate. Ergo, no need to sell your #Bitcoin&amp; incur taxes."
michael_saylor,2021-03-30,"Gold being demonetized, replaced by #Bitcoin, one app at time.  ""Bitcoin, as the flagship cryptocurrency, has grown tremendously as an asset over the last decade, earning wider acceptance among Fortune 500 companies, institutional financial firms, and individual investors alike."""
michael_saylor,2021-03-30,#Bitcoin is the crypto-steel of the 21st century.  Beautiful structures to benefit billions will be engineered from beams of encrypted energy.
michael_saylor,2021-03-30,“History shows it is not possible to insulate yourself from the consequences of others holding money that is harder than yours.” - Saifedean Ammous on #Bitcoin
michael_saylor,2021-03-29,"""Inflation was 36.1%, which was at least lower than the 53.8% of 2019.  Inflation is expected to reach 48% this year.""   Argentina has a population of 45 million, and for each one of them, #Bitcoin has become a moral imperative.  https://t.co/KpvSRpgaU2"
michael_saylor,2021-03-29,#Bitcoin is a swarm of cyber hornets exponentially growing stronger...
michael_saylor,2021-03-29,"If you believe everyone has a natural right to life, liberty, and property, then it is only a matter of time before you believe in #Bitcoin."
michael_saylor,2021-03-28,"When you grasp the magnitude of the misery inflicted on the multitude by monetary collapse, the moral imperative of #Bitcoin becomes clear."
michael_saylor,2021-03-28,"“Following the light of the sun, we left the old world.” - Christopher Columbus on #Bitcoin   (@WorldofRusty)  https://t.co/bs28LRufcH"
michael_saylor,2021-03-27,This year I expect to convince the following number of people to invest in #Bitcoin
michael_saylor,2021-03-27,#Bitcoin grew to a trillion dollar network faster than anything humanity has yet to devise because it is the most elegant &amp; efficient technology for converting energy into prosperity.
michael_saylor,2021-03-27,"“Upon the subject of education, not presuming to dictate any plan or system respecting it, I can only say that I view it as the most important subject which we as a people can be engaged in.” - Abraham Lincoln on #Bitcoin"
michael_saylor,2021-03-26,Considering creating a new free online course “Blockclock for Everybody” to help new members of the rapidly expanding #Bitcoin community get up to speed.  https://t.co/pHedyWcLUo
michael_saylor,2021-03-26,"“We have it in our power to begin the world over again."" - Thomas Paine on #Bitcoin"
michael_saylor,2021-03-25,"Layer 2 innovation atop #Bitcoin is going to accelerate, providing us with a set of open, decentralized services for identity, trust, security, license, commerce, et al. that we can build into our devices, integrate with our software, &amp; deliver at the speed of light."
michael_saylor,2021-03-25,"#Bitcoin is monetary electricity to run our economy cleaner, harder, faster, smarter, stronger, &amp; longer."
michael_saylor,2021-03-25,“We fear things in proportion to our ignorance of them.” - Titus Livius (Livy) on #Bitcoin
michael_saylor,2021-03-24,"#Bitcoin is an orange star burning with a trillion dollars of energy in cyberspace, making it the most stable monetary body in our economic universe."
michael_saylor,2021-03-24,Shareholder value creation comes from holding an appreciating asset $BTC over a long period of time.  It is logical for every firm (both public &amp; private) in the #Bitcoin industry to do the same thing Tesla is doing.  Corporate treasuries should #hodl bitcoin.
michael_saylor,2021-03-24,“The first step towards getting somewhere is to decide that you are not going to stay where you are.” - J.P. Morgan on #Bitcoin
michael_saylor,2021-03-23,"CPI is a misleading measure of inflation.  Volatility is a misleading measure of risk.   The former distracts us from the problem, while the later distracts us from the solution.  #Bitcoin"
michael_saylor,2021-03-23,It is rational for publicly traded #Bitcoin miners to become net purchasers of BTC rather than sellers.
michael_saylor,2021-03-23,"“The computer can be used as a tool to liberate and protect people, rather than to control them.” - Hal Finney on #Bitcoin"
michael_saylor,2021-03-22,"If we assessed volatility in athletics, we would find that the winners are more volatile than the losers.  #Bitcoin"
michael_saylor,2021-03-22,“Forget mistakes. Forget failure. Forget everything except what you're going to do now and do it. Today is your lucky day.” - Will Durant on #Bitcoin
michael_saylor,2021-03-21,"Before a billion people go to outer space, they will go to cyberspace.  #Bitcoin"
michael_saylor,2021-03-21,#Bitcoin is an idea whose time has come.    https://t.co/Rn1zxBV0iD
michael_saylor,2021-03-21,"“It is difficult to get a man to understand something, when his salary depends on his not understanding it.” - Upton Sinclair on #Bitcoin"
michael_saylor,2021-03-20,"As long as time flies and water falls, capital will flow from weak assets to strong.  #Bitcoin"
michael_saylor,2021-03-20,“The probability that we may fail in the struggle ought not to deter us from the support of a cause we believe to be just.” - Abraham Lincoln on #Bitcoin
michael_saylor,2021-03-19,"“Truth is ever to be found in the simplicity, and not in the multiplicity and confusion of things.” - Isaac Newton on #Bitcoin"
michael_saylor,2021-03-18,"#Bitcoin runs on stranded energy at the edge of the grid and acts as a global battery for otherwise idle generation facilities. It recycles wasted energy, mitigates capital destruction, &amp; provides a mechanism to commercialize clean, renewable energy wherever we may find it."
michael_saylor,2021-03-18,"In 2019, American Airlines spent $9.395 billion on fuel to generate $3.065 billion in operating income.  Energy intensity is 306% vs. 1% for #Bitcoin.  The primary use of BTC energy is to protect $1 trillion+ network assets, not process transactions.   https://t.co/yy52jvBvpZ"
michael_saylor,2021-03-18,"Macroeconomics trumps microeconomics.  Strategy defeats tactics.  “If you wouldn’t hold it for 10 years, you probably shouldn’t hold it for 10 minutes.”  Ignore the noise, #Bitcoin is the signal.  #HODL   https://t.co/DzAcqSK1ym"
michael_saylor,2021-03-18,Technology fails until it succeeds.   Money is technology.   #Bitcoin is money.  Gold is being demonetized on national television.   How many more seasons will this show last?
michael_saylor,2021-03-18,"“If all the economists were laid end to end, they’d never reach a conclusion.” - George Bernard Shaw on #Bitcoin"
michael_saylor,2021-03-17,"Morgan Stanley is the first bank to offer #Bitcoin, they won't be the last.    ""The move, a significant step for the acceptance of bitcoin as an asset class, was made by Morgan Stanley after clients demanded exposure to the cryptocurrency""   https://t.co/RCHZVa7YDN"
michael_saylor,2021-03-17,"Since #Bitcoin runs on stranded energy at the edge of the grid and acts as a global battery for otherwise idle generation facilities, it recycles wasted energy, mitigates capital destruction, &amp; provides a mechanism to commercialize clean, renewable energy wherever we may find it."
michael_saylor,2021-03-17,99.97% of the world’s energy (in USD) is devoted to powering a mixture of technologies with an energy intensity of ~10% while the remaining 0.03% powers the Bitcoin network with an energy intensity of ~1%.  #Bitcoin is environmentally friendly &amp; technically efficient. Thread👇
michael_saylor,2021-03-17,"“Criticism is something we can avoid easily by saying nothing, doing nothing, and being nothing.”  - Aristotle on #Bitcoin"
michael_saylor,2021-03-16,"With the entire world looking for a store of value to replace bonds, gold, stocks, ETFs, real estate, &amp; cash, it is inevitable that more &amp; more successful investors like Howard Marks are going to discover, research, &amp; embrace #Bitcoin.   https://t.co/lYm0wfaFnA"
michael_saylor,2021-03-16,“Life isn't about finding yourself. Life is about creating yourself.” - George Bernard Shaw on #Bitcoin
michael_saylor,2021-03-16,"I agree with @RayDalio that bonds no longer work as a treasury asset.  Respectfully, #Bitcoin is the obvious solution, and much more practical than ""a well-diversified portfolio of non-debt and non-dollar assets"" in ""Asian emerging...markets"". @elerianm    https://t.co/YuWuJH6FJk"
michael_saylor,2021-03-15,"""Men occasionally stumble over the truth, but most of them pick themselves up and hurry off as if nothing ever happened."" - Winston Churchill on #Bitcoin"
michael_saylor,2021-03-14,In order to #hodl #bitcoin I reallocated capital that would otherwise have been invested in:
michael_saylor,2021-03-14,“You will never do anything in the world without courage. It is the greatest quality of the mind next to honor.” - Aristotle on #Bitcoin
michael_saylor,2021-03-13,"Following March 2020, the entire world needs to rethink portfolio theory &amp; investment strategy.  Bonds, gold, &amp; cash no longer function properly as treasury assets.  #Bitcoin has emerged as the world's best store of value &amp; most disruptive technology.   https://t.co/HtlLIHsldo"
michael_saylor,2021-03-13,#Bitcoin is a swarm of cyber hornets growing ever stronger.  https://t.co/ZpmFSqX6kY
michael_saylor,2021-03-13,"“You can avoid reality, but you cannot avoid the consequences of avoiding reality.” - Ayn Rand on #Bitcoin"
michael_saylor,2021-03-12,"My conversation with @GuyAdami on bonds, rise of #bitcoin, modern portfolio theory, investment strategy, corporate strategy, blue dollar model, &amp; the importance of laser focus to avoid being distracted by the shiny objects, sound, &amp; fury of the market.    https://t.co/3zoqEhQ5Qs"
michael_saylor,2021-03-12,"MicroStrategy has purchased an additional ~262 bitcoins for ~$15.0 million in cash at an average price of ~$57,146 per #bitcoin.  As of 3/12/2021, we #hodl ~91,326 bitcoins acquired for ~$2.211 billion at an average price of ~$24,214 per bitcoin. $MSTR   https://t.co/QIQP30rv2q"
michael_saylor,2021-03-12,"“If you have an important point to make, don’t try to be subtle or clever. Use a pile driver. Hit the point once. Then come back and hit it again. Then hit it a third time-a tremendous whack.” - Winston Churchill on #Bitcoin"
michael_saylor,2021-03-11,#Bitcoin is the world’s first trillion dollar brand.    https://t.co/mpEbRJxyaM
michael_saylor,2021-03-11,“Necessity is the mother of invention.” - Plato on #Bitcoin
michael_saylor,2021-03-10,Bonds only hold value if their after-tax yield exceeds the rate of monetary expansion.  Few overcome this hurdle.  #Bitcoin
michael_saylor,2021-03-10,"If you are a company offering #Bitcoin products or services, there is no better way to create shareholder value than to invest your own treasury &amp; cash flow back into bitcoin."
michael_saylor,2021-03-10,The insurance industry is coming to realize that #bitcoin is both the solution to the great financial challenges they currently face &amp; the opportunity of a lifetime.
michael_saylor,2021-03-10,“The energy of the mind is the essence of life.” - Aristotle on #Bitcoin
michael_saylor,2021-03-09,"If your investment underperformed the S&amp;P 500 you diluted your wealth.   If your investment underperformed #Bitcoin, you diluted your opportunity."
michael_saylor,2021-03-09,#Bitcoin is compressed money.
michael_saylor,2021-03-09,Stocks valued on expected cash flows only hold value if those cash flows grow faster than the rate of monetary expansion.  Few can overcome this hurdle.  #Bitcoin
michael_saylor,2021-03-09,"“What the wise man does in the beginning, the fool does in the end.” - Old Proverb on #Bitcoin"
michael_saylor,2021-03-08,"To date, 5300+ people have enrolled in ""#Bitcoin for Everybody"" on  https://t.co/N7Mqky9U4J.  @stephanlivera hosts Live Session 2 with @parkeralewis Wed 3/10 at 5pm EST to discuss Unit 2 ""Bitcoin Investment."" The course remains open, share or sign up here-&gt;  https://t.co/iqxv3vjHpg"
michael_saylor,2021-03-08,There once was a time when you could fit all #Bitcoin Treasuries on a single page...
michael_saylor,2021-03-08,"""Aker is the first ma­jor com­pa­ny in Scan­di­navia to al­lo­cate cap­i­tal to #bitcoin. We’re not go­ing to be the last. 'Progress is im­pos­si­ble with­out change, and those who can­not change their minds can­not change any­thing.'"" - Kjell Inge Røk­ke   https://t.co/ICOV71wz84"
michael_saylor,2021-03-08,The #Bitcoin Dragon is devouring the Kingdom of #Gold.
michael_saylor,2021-03-08,"Institutional funds are now flowing into #Bitcoin at an accelerated rate via private equity, public equity, public debt, direct purchases of the commodity, &amp; commodity futures.  Insurance firms have crossed $1 billion in exposure with @NYDIG_BTC.   https://t.co/NNl9nywu3I"
michael_saylor,2021-03-08,"""In finance, everything that is agreeable is unsound and everything that is sound is disagreeable."" - Winston Churchill on #Bitcoin"
michael_saylor,2021-03-07,"Over the past year, #Bitcoin ROI is 504%, Gold 2%, S&amp;P 500 37%, NASDAQ 62%, TLT -21%.  Over 10 years, Bitcoin CAGR is 199%, Gold 2%, S&amp;P 500 11%, NASDAQ 17%, TLT 4%. Focus on large assets &amp; long frequency to avoid getting distracted &amp; diluted by minutiae.   https://t.co/YdNg8ArSGC"
michael_saylor,2021-03-07,#Bitcoin’s only something you need in case you don’t die tomorrow.
michael_saylor,2021-03-06,99.99% of the information cluttering communication channels is either irrelevant or dangerous to our economic health.  Lasers rely upon focus &amp; frequency.   #Bitcoin #Patience
michael_saylor,2021-03-06,"#Bitcoin doesn’t just come and find you, you have to go out and get it."
michael_saylor,2021-03-05,"MicroStrategy has purchased an additional ~205 bitcoins for ~$10.0 million in cash at an average price of ~$48,888 per #bitcoin.  As of 3/5/2021, we #hodl ~91,064 bitcoins acquired for ~$2.196 billion at an average price of ~$24,119 per bitcoin. $MSTR   https://t.co/a0BRd4Wy3r"
michael_saylor,2021-03-05,"“Choice, not chance, determines your destiny.“ - Aristotle on #Bitcoin"
michael_saylor,2021-03-04,“Nothing else matters.” - Metallica on #Bitcoin
michael_saylor,2021-03-03,"The digital transformation of balance sheets continues, with @Deloitte running this three part series in the @WSJ CFO Journal to review rationale &amp; best practices for incorporating #bitcoin into the corporate treasury.   https://t.co/fwEmi0HZw7"
michael_saylor,2021-03-03,“If you don’t find a way to make money while you sleep you will work until you die.” - Warren Buffett on #Bitcoin
michael_saylor,2021-03-02,"“Know what you own, and know why you own it.” - Peter Lynch on #Bitcoin"
michael_saylor,2021-03-01,Institutional adoption of #Bitcoin strengthens with the arrival of Goldman Sachs to the marketplace.  This news should accelerate the plans of other major banks to offer Bitcoin services.    https://t.co/tmcCSSqs6u
michael_saylor,2021-03-01,"""...#bitcoin is gaining credibility, and as a digital analog of gold but with greater convexity, my guess is that bitcoin will, over time, take more market share from #gold."""
michael_saylor,2021-03-01,"#Bitcoin has outperformed #Gold by 100x over the past decade.  The next decade will witness the complete digital transformation of gold to bitcoin, and the demonetization of the precious metals asset class."
michael_saylor,2021-03-01,“All truth passes through three stages. First it is ridiculed. Second it is violently opposed. Third it is accepted as being self-evident.” - Citigroup on Schopenhauer on #Bitcoin   https://t.co/WJUk0Ov5aq
michael_saylor,2021-03-01,"MicroStrategy has purchased an additional ~328 bitcoins for ~$15.0 million in cash at an average price of ~$45,710 per #bitcoin.  As of 3/1/2021, we #hodl ~90,859 bitcoins acquired for ~$2.186 billion at an average price of ~$24,063 per bitcoin. $MSTR   https://t.co/fGH5KacsPI"
michael_saylor,2021-02-28,Each #bitcoin is a block of sunlight encrypted in the key of life.
michael_saylor,2021-02-27,"If we agree with @elerianm &amp; #WarrenBuffet that bonds are broken as a store of value, then corporate treasury reserve strategies employing bonds no longer work to preserve shareholder value.   #Bitcoin"
michael_saylor,2021-02-27,“Simplicity is the ultimate sophistication.” - Leonardo da Vinci on #Bitcoin
michael_saylor,2021-02-26,In the 20th century we plugged electricity into our homes.  In the 21st century we plugged electricity into our money.  #Bitcoin
michael_saylor,2021-02-26,"As the use of #Bitcoin grows, and as it becomes more deeply embedded into our societies, the security of the network must grow and strengthen alongside it.  I support the @mitDCI Bitcoin Software &amp; Security Effort.   https://t.co/F2AWbPVWO9"
michael_saylor,2021-02-26,"""You can never cross the ocean unless you have the courage to lose sight of the shore."" - Christopher Columbus on #Bitcoin"
michael_saylor,2021-02-25,In five years a billion people will own #bitcoin.   https://t.co/mAxvMFwYQE
